GridWidth,27,,,,,,,,,
GridHeight,27,,,,,,,,,
Parameters,grid_x,grid_y,exist,LeftTop_x,LeftTop_y,RightBottom_x,RightBottom_y,Z_index,Note,PNG
LED 34,1,13,1,2321,2557,2424,2612,1,F11,
LED 35,1,14,1,2448,2557,2551,2612,1,F12,
LED 36,1,15,1,2575,2557,2678,2612,1,Delete,
LED 37,1,16,1,2712,2557,2799,2612,1,Touchpad,
LED 38,1,17,1,2823,2557,2910,2612,1,Rog,
LED 39,1,18,1,2934,2557,3021,2612,1,PageUp,
LED 40,1,19,1,3045,2557,3132,2612,1,PageDown,
LED 41,1,20,0,-1,-1,-1,-1,1,NULL,
LED 42,2,0,1,754,2639,829,2734,1,~,
LED 43,2,1,1,855,2638,962,2734,1,1,
LED 44,2,2,1,991,2638,1098,2734,1,2,
LED 45,2,3,1,1125,2638,1232,2734,1,3,
LED 46,2,4,1,1260,2638,1367,2734,1,4,
LED 47,2,5,1,1396,2638,1503,2734,1,5,
LED 48,2,6,1,1529,2638,1636,2734,1,6,
LED 49,2,7,1,1665,2638,1772,2734,1,7,
LED 50,2,8,1,1801,2638,1908,2734,1,8,
LED 51,2,9,1,1934,2638,2041,2734,1,9,
LED 52,2,10,1,2070,2638,2177,2734,1,0,
LED 53,2,11,1,2203,2638,2310,2734,1,Minus,
LED 54,2,12,1,2337,2638,2444,2734,1,Equal,
LED 55,2,13,0,-1,-1,-1,-1,1,NULL,
LED 56,2,14,1,2473,2638,2678,2734,1,Back,
LED 57,2,15,0,-1,-1,-1,-1,1,NULL,
LED 58,2,16,0,-1,-1,-1,-1,1,NULL,
LED 59,2,17,0,-1,-1,-1,-1,1,Num_Lock,
LED 60,2,18,0,-1,-1,-1,-1,1,Mem_/,
LED 61,2,19,0,-1,-1,-1,-1,1,Mem_*,
LED 62,2,20,0,-1,-1,-1,-1,1,Mem_-,
LED 63,3,0,1,754,2763,899,2859,1,Tab,
LED 64,3,1,1,924,2763,1031,2859,1,Q,
LED 65,3,2,1,1058,2763,1165,2859,1,W,
LED 66,3,3,1,1192,2763,1299,2859,1,E,
LED 67,3,4,1,1326,2763,1433,2859,1,R,
LED 68,3,5,1,1462,2763,1569,2859,1,T,
LED 69,3,6,1,1596,2763,1703,2859,1,Y,
LED 70,3,7,1,1730,2763,1837,2859,1,U,
LED 71,3,8,1,1866,2763,1973,2859,1,I,
LED 72,3,9,1,2000,2763,2107,2859,1,O,
LED 73,3,10,1,2134,2763,2241,2859,1,P,
LED 74,3,11,1,2269,2763,2376,2859,1,[,
LED 75,3,12,1,2404,2763,2511,2859,1,],
LED 76,3,13,0,-1,-1,-1,-1,1,NULL,
LED 77,3,14,1,2533,2763,2678,2859,1,Enter,
LED 78,3,15,0,-1,-1,-1,-1,1,NULL,
LED 79,3,16,0,-1,-1,-1,-1,1,NULL,
LED 80,3,17,0,-1,-1,-1,-1,1,Num_7,
LED 81,3,18,0,-1,-1,-1,-1,1,Num_8,
LED 82,3,19,0,-1,-1,-1,-1,1,Num_9,
LED 83,3,20,0,-1,-1,-1,-1,1,Num_+,
LED 84,4,0,1,754,2887,933,2983,1,Cap,
LED 85,4,1,1,958,2887,1065,2983,1,A,
LED 86,4,2,1,1092,2887,1199,2983,1,S,
LED 87,4,3,1,1227,2887,1334,2983,1,D,
LED 88,4,4,1,1362,2887,1469,2983,1,F,
LED 89,4,5,1,1497,2887,1604,2983,1,G,
LED 90,4,6,1,1631,2887,1738,2983,1,H,
LED 91,4,7,1,1766,2887,1873,2983,1,J,
LED 92,4,8,1,1901,2887,2008,2983,1,K,
LED 93,4,9,1,2036,2887,2143,2983,1,L,
LED 94,4,10,1,2170,2887,2277,2983,1,,
LED 95,4,11,1,2303,2887,2410,2983,1,"""",
LED 96,4,12,1,2436,2887,2678,2983,1,\,
LED 97,4,13,0,-1,-1,-1,-1,1,NULL,
LED 98,4,14,0,-1,-1,-1,-1,1,NULL,
LED 99,4,15,0,-1,-1,-1,-1,1,NULL,
LED 100,4,16,0,-1,-1,-1,-1,1,NULL,
LED 101,4,17,0,-1,-1,-1,-1,1,Num_4,
LED 102,4,18,0,-1,-1,-1,-1,1,Num_5,
LED 103,4,19,0,-1,-1,-1,-1,1,Num_6,
LED 104,4,20,0,-1,-1,-1,-1,1,NULL,
LED 105,5,0,1,754,3011,1001,3107,1,L_Shift,
LED 106,5,1,0,-1,-1,-1,-1,1,\,
LED 107,5,2,1,1026,3011,1133,3107,1,Z,
LED 108,5,3,1,1160,3011,1267,3107,1,X,
LED 109,5,4,1,1295,3011,1402,3107,1,C,
LED 110,5,5,1,1429,3011,1536,3107,1,V,
LED 111,5,6,1,1564,3011,1671,3107,1,B,
LED 112,5,7,1,1699,3011,1806,3107,1,N,
LED 113,5,8,1,1832,3011,1939,3107,1,M,
LED 114,5,9,1,1968,3011,2075,3107,1,",",
LED 115,5,10,1,2102,3011,2209,3107,1,.,
LED 116,5,11,1,2236,3011,2343,3107,1,?,
LED 117,5,12,0,-1,-1,-1,-1,1,NULL,
LED 118,5,13,1,2370,3011,2678,3107,1,R_Shift,
LED 119,5,14,0,-1,-1,-1,-1,1,NULL,
LED 120,5,15,0,-1,-1,-1,-1,1,NULL,
LED 121,5,16,0,-1,-1,-1,-1,1,NULL,
LED 122,5,17,0,-1,-1,-1,-1,1,Num_1,
LED 123,5,18,0,-1,-1,-1,-1,1,Num_2,
LED 124,5,19,0,-1,-1,-1,-1,1,Num_3,
LED 125,5,20,0,-1,-1,-1,-1,1,NumEnter,
LED 126,6,0,1,754,3133,861,3259,1,L_Ctrl,
LED 127,6,1,1,894,3133,1001,3259,1,L_Fn,
LED 128,6,2,1,1026,3133,1133,3259,1,Win,
LED 129,6,3,1,1160,3133,1267,3259,1,L_Alt,
LED 130,6,4,0,-1,-1,-1,-1,1,NULL,
LED 131,6,5,0,-1,-1,-1,-1,1,NULL,
LED 132,6,6,1,1295,3133,1939,3259,1,Space,
LED 133,6,7,0,-1,-1,-1,-1,1,NULL,
LED 134,6,8,0,-1,-1,-1,-1,1,NULL,
LED 135,6,9,1,1968,3133,2075,3259,1,R_Alt,
LED 136,6,10,1,2102,3133,2209,3259,1,PrtSc,
LED 137,6,11,1,2236,3133,2343,3259,1,R_Ctrl,
LED 138,6,12,0,-1,-1,-1,-1,1,NULL,
LED 139,6,13,1,2480,3133,2568,3195,1,Up_Arrow,
LED 140,6,14,0,-1,-1,-1,-1,1,NULL,
LED 141,6,15,0,-1,-1,-1,-1,1,NULL,
LED 142,6,16,0,-1,-1,-1,-1,1,NULL,
LED 143,6,17,0,-1,-1,-1,-1,1,NULL,
LED 144,6,18,0,-1,-1,-1,-1,1,NULL,
LED 145,6,19,0,-1,-1,-1,-1,1,NULL,
LED 146,6,20,0,-1,-1,-1,-1,1,NULL,
LED 147,7,0,0,-1,-1,-1,-1,1,NULL,
LED 148,7,1,0,-1,-1,-1,-1,1,NULL,
LED 149,7,2,0,-1,-1,-1,-1,1,NULL,
LED 150,7,3,0,-1,-1,-1,-1,1,NULL,
LED 151,7,4,0,-1,-1,-1,-1,1,NULL,
LED 152,7,5,0,-1,-1,-1,-1,1,NULL,
LED 153,7,6,0,-1,-1,-1,-1,1,NULL,
LED 154,7,7,0,-1,-1,-1,-1,1,NULL,
LED 155,7,8,0,-1,-1,-1,-1,1,NULL,
LED 156,7,9,0,-1,-1,-1,-1,1,NULL,
LED 157,7,10,0,-1,-1,-1,-1,1,NULL,
LED 158,7,11,0,-1,-1,-1,-1,1,NULL,
LED 159,7,12,1,2368,3221,2456,3283,1,L_Arrow,
LED 160,7,13,1,2480,3221,2568,3283,1,Dn_Arrow,
LED 161,7,14,1,2592,3221,2680,3283,1,R_Arrow,
LED 162,7,15,0,-1,-1,-1,-1,1,NULL,
LED 163,7,16,0,-1,-1,-1,-1,1,NULL,
LED 164,7,17,0,-1,-1,-1,-1,1,NULL,
LED 165,7,18,0,-1,-1,-1,-1,1,NULL,
LED 166,7,19,0,-1,-1,-1,-1,1,NULL,
LED 167,7,20,0,-1,-1,-1,-1,1,NULL,
